year,state,abbrev,col,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white,race_black,race_natamer,race_asian,race_hispanic
1977,California,CA,5,California_1977,CA_1977,22553472,11111545,11441927,6463062,5010986,7923225,3156199,18083257,1693105,189497,1129363,3891819
1978,California,CA,5,California_1978,CA_1978,22924948,11296525,11628423,6438361,5169058,8077838,3239692,18129289,1734957,203565,1190567,4109323
1979,California,CA,5,California_1979,CA_1979,23296425,11481505,11814920,6413659,5327131,8232450,3323185,18175321,1776808,217634,1251770,4326827
1980,California,CA,5,California_1980,CA_1980,23667902,11666485,12001417,6388958,5485203,8387063,3406678,18221353,1818660,231702,1312973,4544331
1981,California,CA,5,California_1981,CA_1981,24277114,11989599,12287515,6525135,5563314,8699168,3489497,18451650,1857674,232748,1860149,4858692
1982,California,CA,5,California_1982,CA_1982,24886325,12312713,12573612,6661311,5641425,9011273,3572317,18681948,1896688,233794,2407324,5173052
1983,California,CA,5,California_1983,CA_1983,25495538,12635828,12859710,6797488,5719536,9323377,3655136,18912245,1935702,234841,2954500,5487413
1984,California,CA,5,California_1984,CA_1984,26104750,12958942,13145808,6933665,5797647,9635482,3737955,19142543,1974716,235887,3501675,5801774
1985,California,CA,5,California_1985,CA_1985,26713962,13282056,13431906,7069842,5875759,9947587,3820775,19372840,2013731,236933,4048851,6116135
1986,California,CA,5,California_1986,CA_1986,27323173,13605170,13718003,7206018,5953870,10259692,3903594,19603137,2052745,237979,4596027,6430495
1987,California,CA,5,California_1987,CA_1987,27932385,13928284,14004101,7342195,6031981,10571797,3986413,19833435,2091759,239025,5143202,6744856
1988,California,CA,5,California_1988,CA_1988,28541598,14251399,14290199,7478372,6110092,10883901,4069232,20063732,2130773,240072,5690378,7059217
1989,California,CA,5,California_1989,CA_1989,29150809,14574513,14576296,7614548,6188203,11196006,4152052,20294030,2169787,241118,6237553,7373577
1990,California,CA,5,California_1990,CA_1990,29760021,14897627,14862394,7750725,6266314,11508111,4234871,20524327,2208801,242164,6784729,7687938
1991,California,CA,5,California_1991,CA_1991,30171184,15095354,15075830,7900635,6230640,11754275,4285634,20488900,2214309,251282,7055928,8015800
1992,California,CA,5,California_1992,CA_1992,30582346,15293080,15289266,8050546,6194965,12000439,4336397,20453473,2219817,260400,7327126,8343662
1993,California,CA,5,California_1993,CA_1993,30993510,15490807,15502703,8200456,6159291,12246602,4387159,20418047,2225325,269519,7598325,8671523
1994,California,CA,5,California_1994,CA_1994,31404672,15688533,15716139,8350367,6123617,12492766,4437922,20382620,2230833,278637,7869523,8999385
1995,California,CA,5,California_1995,CA_1995,31815835,15886260,15929575,8500277,6087943,12738930,4488685,20347193,2236342,287755,8140722,9327247
1996,California,CA,5,California_1996,CA_1996,32226997,16083986,16143011,8650187,6052268,12985094,4539448,20311766,2241850,296873,8411921,9655109
1997,California,CA,5,California_1997,CA_1997,32638160,16281713,16356447,8800098,6016594,13231258,4590211,20276339,2247358,305991,8683119,9982971
1998,California,CA,5,California_1998,CA_1998,33049323,16479439,16569884,8950008,5980920,13477421,4640973,20240913,2252866,315110,8954318,10310832
1999,California,CA,5,California_1999,CA_1999,33460486,16677166,16783320,9099919,5945245,13723585,4691736,20205486,2258374,324228,9225516,10638694
2000,California,CA,5,California_2000,CA_2000,33871648,16874892,16996756,9249829,5909571,13969749,4742499,20170059,2263882,333346,9496715,10966556
2001,California,CA,5,California_2001,CA_2001,34209879,17039186,17170693,9254350,5985350,14503448,4876120,20298447,2267401,336292,9679320,11271272
2002,California,CA,5,California_2002,CA_2002,34548110,17203480,17344630,9258871,6061129,15037147,5009741,20426834,2270920,339237,9861925,11575989
2003,California,CA,5,California_2003,CA_2003,34886340,17367773,17518567,9263392,6136908,15570845,5143363,20555222,2274439,342183,10044530,11880705
2004,California,CA,5,California_2004,CA_2004,35224571,17532067,17692504,9267913,6212687,16104544,5276984,20683609,2277958,345128,10227135,12185421
2005,California,CA,5,California_2005,CA_2005,35562802,17696361,17866441,9272435,6288466,16638243,5410605,20811997,2281477,348074,10409740,12490138
2006,California,CA,5,California_2006,CA_2006,35901033,17860655,18040378,9276956,6364244,17171942,5544226,20940384,2284996,351019,10592345,12794854
2007,California,CA,5,California_2007,CA_2007,36239264,18024949,18214315,9281477,6440023,17705641,5677847,21068772,2288515,353965,10774950,13099570
2008,California,CA,5,California_2008,CA_2008,36577494,18189242,18388252,9285998,6515802,18239339,5811469,21197159,2292034,356910,10957555,13404286
2009,California,CA,5,California_2009,CA_2009,36915725,18353536,18562189,9290519,6591581,18773038,5945090,21325547,2295553,359856,11140160,13709003
2010,California,CA,5,California_2010,CA_2010,37253956,18517830,18736126,9295040,6667360,19306737,6078711,21453934,2299072,362801,11322765,14013719
2011,California,CA,5,California_2011,CA_2011,37592187,18682124,18910063,9299561,6743139,19840436,6212332,21582322,2302591,365747,11505370,14318435
2012,California,CA,5,California_2012,CA_2012,37930418,18846418,19084000,9304082,6818918,20374135,6345953,21710709,2306110,368692,11687975,14623152
2013,California,CA,5,California_2013,CA_2013,38268648,19010711,19257937,9308603,6894697,20907833,6479575,21839097,2309629,371638,11870580,14927868
2014,California,CA,5,California_2014,CA_2014,38606879,19175005,19431874,9313124,6970476,21441532,6613196,21967484,2313148,374583,12053185,15232584
2015,California,CA,5,California_2015,CA_2015,38945110,19339299,19605811,9317646,7046255,21975231,6746817,22095872,2316667,377529,12235790,15537301
2016,California,CA,5,California_2016,CA_2016,39283341,19503593,19779748,9322167,7122033,22508930,6880438,22224259,2320186,380474,12418395,15842017
2017,California,CA,5,California_2017,CA_2017,39621572,19667887,19953685,9326688,7197812,23042629,7014059,22352647,2323705,383420,12601000,16146733
2018,California,CA,5,California_2018,CA_2018,39959802,19832180,20127622,9331209,7273591,23576327,7147681,22481034,2327224,386365,12783605,16451449
1970,Colorado,CO,6,Colorado_1970,CO_1970,2207259,1089377,1117882,774011,449586,716772,266890,2112352,66411,8836,19660,225506
1971,Colorado,CO,6,Colorado_1971,CO_1971,2275530,1123869,1151661,777491,476703,746142,275193,2160244,69939,10054,21120,236927
1972,Colorado,CO,6,Colorado_1972,CO_1972,2343800,1158360,1185440,780971,503821,775511,283497,2208136,73468,11272,22579,248348
1973,Colorado,CO,6,Colorado_1973,CO_1973,2412071,1192852,1219219,784452,530938,804881,291800,2256027,76996,12490,24039,259769
1974,Colorado,CO,6,Colorado_1974,CO_1974,2480341,1227343,1252998,787932,558055,834250,300104,2303919,80525,13708,25499,271190
1975,Colorado,CO,6,Colorado_1975,CO_1975,2548612,1261835,1286777,791412,585173,863620,308407,2351811,84053,14926,26959,282612
1976,Colorado,CO,6,Colorado_1976,CO_1976,2616882,1296327,1320555,794892,612290,892990,316710,2399703,87581,16143,28418,294033
1977,Colorado,CO,6,Colorado_1977,CO_1977,2685152,1330818,1354334,798372,639407,922359,325014,2447595,91110,17361,29878,305454
1978,Colorado,CO,6,Colorado_1978,CO_1978,2753423,1365310,1388113,801853,666524,951729,333317,2495486,94638,18579,31338,316875
1979,Colorado,CO,6,Colorado_1979,CO_1979,2821693,1399801,1421892,805333,693642,981098,341621,2543378,98167,19797,32797,328296
1980,Colorado,CO,6,Colorado_1980,CO_1980,2889964,1434293,1455671,808813,720759,1010468,349924,2591270,101695,21015,34257,339717
1981,Colorado,CO,6,Colorado_1981,CO_1981,2930407,1453993,1476414,814058,711195,1045141,360012,2622690,104840,21691,53631,348176
1982,Colorado,CO,6,Colorado_1982,CO_1982,2970850,1473693,1497157,819304,701632,1079815,370100,2654111,107985,22367,73005,356634
1983,Colorado,CO,6,Colorado_1983,CO_1983,3011293,1493394,1517899,824549,692068,1114488,380188,2685531,111130,23043,92379,365093
1984,Colorado,CO,6,Colorado_1984,CO_1984,3051736,1513094,1538642,829794,682505,1149162,390276,2716952,114275,23719,111753,373551
1985,Colorado,CO,6,Colorado_1985,CO_1985,3092179,1532794,1559385,835040,672941,1183835,400364,2748372,117421,24396,131128,382010
1986,Colorado,CO,6,Colorado_1986,CO_1986,3132622,1552494,1580128,840285,663377,1218508,410451,2779792,120566,25072,150502,390468
1987,Colorado,CO,6,Colorado_1987,CO_1987,3173065,1572194,1600871,845530,653814,1253182,420539,2811213,123711,25748,169876,398927
1988,Colorado,CO,6,Colorado_1988,CO_1988,3213508,1591895,1621613,850775,644250,1287855,430627,2842633,126856,26424,189250,407385
1989,Colorado,CO,6,Colorado_1989,CO_1989,3253951,1611595,1642356,856021,634687,1322529,440715,2874054,130001,27100,208624,415844
1990,Colorado,CO,6,Colorado_1990,CO_1990,3294394,1631295,1663099,861266,625123,1357202,450803,2905474,133146,27776,227998,424302
1991,Colorado,CO,6,Colorado_1991,CO_1991,3395081,1684764,1710317,885219,638801,1409272,461789,2970927,136338,29423,246175,455432
1992,Colorado,CO,6,Colorado_1992,CO_1992,3495768,1738233,1757535,909172,652480,1461342,472774,3036380,139529,31069,264351,486562
1993,Colorado,CO,6,Colorado_1993,CO_1993,3596454,1791701,1804753,933125,666158,1513412,483760,3101833,142721,32716,282528,517692
1994,Colorado,CO,6,Colorado_1994,CO_1994,3697141,1845170,1851971,957078,679836,1565482,494745,3167286,145913,34362,300705,548822
1995,Colorado,CO,6,Colorado_1995,CO_1995,3797828,1898639,1899189,981031,693515,1617552,505731,3232740,149105,36009,318882,579952
1996,Colorado,CO,6,Colorado_1996,CO_1996,3898514,1952108,1946406,1004983,707193,1669622,516716,3298193,152296,37655,337058,611081
1997,Colorado,CO,6,Colorado_1997,CO_1997,3999201,2005577,1993624,1028936,720871,1721692,527702,3363646,155488,39302,355235,642211
1998,Colorado,CO,6,Colorado_1998,CO_1998,4099887,2059045,2040842,1052889,734549,1773762,538687,3429099,158680,40948,373412,673341
1999,Colorado,CO,6,Colorado_1999,CO_1999,4200574,2112514,2088060,1076842,748228,1825832,549673,3494552,161871,42595,391588,704471
2000,Colorado,CO,6,Colorado_2000,CO_2000,4301261,2165983,2135278,1100795,761906,1877902,560658,3560005,165063,44241,409765,735601
2001,Colorado,CO,6,Colorado_2001,CO_2001,4374055,2201451,2172604,1113276,771731,1953198,586483,3612925,168730,45418,419768,765910
2002,Colorado,CO,6,Colorado_2002,CO_2002,4446848,2236919,2209929,1125758,781556,2028494,612307,3665844,172398,46595,429770,796218
2003,Colorado,CO,6,Colorado_2003,CO_2003,4519642,2272387,2247255,1138239,791381,2103790,638132,3718764,176065,47772,439773,826527
2004,Colorado,CO,6,Colorado_2004,CO_2004,4592435,2307855,2284580,1150721,801206,2179086,663957,3771684,179733,48949,449775,856835
2005,Colorado,CO,6,Colorado_2005,CO_2005,4665229,2343323,2321906,1163202,811032,2254383,689782,3824604,183400,50126,459778,887144
2006,Colorado,CO,6,Colorado_2006,CO_2006,4738022,2378790,2359232,1175683,820857,2329679,715606,3877523,187067,51302,469781,917453
2007,Colorado,CO,6,Colorado_2007,CO_2007,4810815,2414258,2396557,1188165,830682,2404975,741431,3930443,190735,52479,479783,947761
2008,Colorado,CO,6,Colorado_2008,CO_2008,4883609,2449726,2433883,1200646,840507,2480271,767256,3983363,194402,53656,489786,978070
2009,Colorado,CO,6,Colorado_2009,CO_2009,4956402,2485194,2471208,1213128,850332,2555567,793080,4036282,198070,54833,499788,1008378
2010,Colorado,CO,6,Colorado_2010,CO_2010,5029196,2520662,2508534,1225609,860157,2630863,818905,4089202,201737,56010,509791,1038687
2011,Colorado,CO,6,Colorado_2011,CO_2011,5101990,2556130,2545860,1238090,869982,2706159,844730,4142122,205404,57187,519794,1068996
2012,Colorado,CO,6,Colorado_2012,CO_2012,5174783,2591598,2583185,1250572,879807,2781455,870554,4195041,209072,58364,529796,1099304
2013,Colorado,CO,6,Colorado_2013,CO_2013,5247577,2627066,2620511,1263053,889632,2856751,896379,4247961,212739,59541,539799,1129613
2014,Colorado,CO,6,Colorado_2014,CO_2014,5320370,2662534,2657836,1275535,899457,2932047,922204,4300881,216407,60718,549801,1159921
2015,Colorado,CO,6,Colorado_2015,CO_2015,5393164,2698002,2695162,1288016,909283,3007344,948029,4353801,220074,61895,559804,1190230
2016,Colorado,CO,6,Colorado_2016,CO_2016,5465957,2733469,2732488,1300497,919108,3082640,973853,4406720,223741,63071,569807,1220539
2017,Colorado,CO,6,Colorado_2017,CO_2017,5538750,2768937,2769813,1312979,928933,3157936,999678,4459640,227409,64248,579809,1250847
2018,Colorado,CO,6,Colorado_2018,CO_2018,5611544,2804405,2807139,1325460,938758,3233232,1025503,4512560,231076,65425,589812,1281156
1970,Connecticut,CT,7,Connecticut_1970,CT_1970,3031709,1470487,1561222,1020959,532338,1063421,414991,2835458,181177,2222,12852,65458
1971,Connecticut,CT,7,Connecticut_1971,CT_1971,3039296,1473239,1566057,1001155,542538,1069958,425645,2833021,184723,2488,13678,71362
1972,Connecticut,CT,7,Connecticut_1972,CT_1972,3046883,1475991,1570892,981351,552737,1076494,436300,2830585,188270,2754,14505,77266
1973,Connecticut,CT,7,Connecticut_1973,CT_1973,3054469,1478742,1575727,961547,562937,1083031,446954,2828148,191816,3020,15331,83170
1974,Connecticut,CT,7,Connecticut_1974,CT_1974,3062056,1481494,1580562,941743,573137,1089568,457608,2825712,195363,3286,16158,89074
1975,Connecticut,CT,7,Connecticut_1975,CT_1975,3069643,1484246,1585397,921939,583337,1096105,468263,2823275,198909,3552,16984,94979
1976,Connecticut,CT,7,Connecticut_1976,CT_1976,3077229,1486998,1590231,902135,593536,1102641,478917,2820838,202455,3818,17810,100883
1977,Connecticut,CT,7,Connecticut_1977,CT_1977,3084816,1489750,1595066,882331,603736,1109178,489571,2818402,206002,4084,18637,106787
1978,Connecticut,CT,7,Connecticut_1978,CT_1978,3092402,1492501,1599901,862527,613936,1115715,500225,2815965,209548,4350,19463,112691
1979,Connecticut,CT,7,Connecticut_1979,CT_1979,3099989,1495253,1604736,842723,624135,1122251,510880,2813529,213095,4616,20290,118595
1980,Connecticut,CT,7,Connecticut_1980,CT_1980,3107576,1498005,1609571,822919,634335,1128788,521534,2811092,216641,4882,21116,124499
1981,Connecticut,CT,7,Connecticut_1981,CT_1981,3125530,1507492,1618038,815585,634214,1146934,528797,2815918,222404,5059,33688,133361
1982,Connecticut,CT,7,Connecticut_1982,CT_1982,3143484,1516979,1626505,808251,634093,1165081,536059,2820744,228167,5236,46261,142222
1983,Connecticut,CT,7,Connecticut_1983,CT_1983,3161438,1526465,1634973,800918,633972,1183227,543322,2825570,233929,5414,58833,151084
1984,Connecticut,CT,7,Connecticut_1984,CT_1984,3179392,1535952,1643440,793584,633851,1201373,550584,2830396,239692,5591,71406,159946
1985,Connecticut,CT,7,Connecticut_1985,CT_1985,3197346,1545439,1651907,786250,633730,1219520,557847,2835223,245455,5768,83978,168808
1986,Connecticut,CT,7,Connecticut_1986,CT_1986,3215300,1554926,1660374,778916,633608,1237666,565110,2840049,251218,5945,96550,177669
1987,Connecticut,CT,7,Connecticut_1987,CT_1987,3233254,1564413,1668841,771582,633487,1255812,572372,2844875,256981,6122,109123,186531
1988,Connecticut,CT,7,Connecticut_1988,CT_1988,3251208,1573899,1677309,764249,633366,1273958,579635,2849701,262743,6300,121695,195393
1989,Connecticut,CT,7,Connecticut_1989,CT_1989,3269162,1583386,1685776,756915,633245,1292105,586897,2854527,268506,6477,134268,204254
1990,Connecticut,CT,7,Connecticut_1990,CT_1990,3287116,1592873,1694243,749581,633124,1310251,594160,2859353,274269,6654,146840,213116
1991,Connecticut,CT,7,Connecticut_1991,CT_1991,3298961,1598518,1700443,758792,617117,1328125,594928,2851453,277826,6953,155244,223837
1992,Connecticut,CT,7,Connecticut_1992,CT_1992,3310806,1604162,1706644,768002,601110,1345999,595695,2843553,281384,7251,163648,234557
1993,Connecticut,CT,7,Connecticut_1993,CT_1993,3322651,1609807,1712844,777213,585102,1363873,596463,2835654,284941,7550,172052,245278
1994,Connecticut,CT,7,Connecticut_1994,CT_1994,3334495,1615451,1719044,786424,569095,1381747,597230,2827754,288499,7848,180456,255999
1995,Connecticut,CT,7,Connecticut_1995,CT_1995,3346341,1621096,1725245,795635,553088,1399621,597998,2819854,292056,8147,188860,266720
1996,Connecticut,CT,7,Connecticut_1996,CT_1996,3358186,1626741,1731445,804845,537081,1417494,598765,2811954,295613,8445,197264,277440
1997,Connecticut,CT,7,Connecticut_1997,CT_1997,3370030,1632385,1737645,814056,521074,1435368,599533,2804054,299171,8744,205668,288161
1998,Connecticut,CT,7,Connecticut_1998,CT_1998,3381875,1638030,1743845,823267,505066,1453242,600300,2796155,302728,9042,214072,298882
1999,Connecticut,CT,7,Connecticut_1999,CT_1999,3393720,1643674,1750046,832477,489059,1471116,601068,2788255,306286,9341,222476,309602
2000,Connecticut,CT,7,Connecticut_2000,CT_2000,3405565,1649319,1756246,841688,473052,1488990,601835,2780355,309843,9639,230880,320323
2001,Connecticut,CT,7,Connecticut_2001,CT_2001,3422419,1658349,1764070,839221,479827,1524191,612637,2779561,315088,9801,241338,336199
2002,Connecticut,CT,7,Connecticut_2002,CT_2002,3439271,1667378,1771893,836753,486602,1559391,623439,2778766,320334,9962,251796,352076
2003,Connecticut,CT,7,Connecticut_2003,CT_2003,3456125,1676408,1779717,834286,493378,1594592,634241,2777972,325579,10124,262254,367952
2004,Connecticut,CT,7,Connecticut_2004,CT_2004,3472978,1685437,1787541,831819,500153,1629792,645043,2777177,330824,10286,272712,383829
2005,Connecticut,CT,7,Connecticut_2005,CT_2005,3489832,1694467,1795365,829352,506928,1664993,655845,2776383,336070,10448,283170,399705
2006,Connecticut,CT,7,Connecticut_2006,CT_2006,3506684,1703496,1803188,826884,513703,1700194,666646,2775588,341315,10609,293627,415581
2007,Connecticut,CT,7,Connecticut_2007,CT_2007,3523538,1712526,1811012,824417,520478,1735394,677448,2774794,346560,10771,304085,431458
2008,Connecticut,CT,7,Connecticut_2008,CT_2008,3540391,1721555,1818836,821950,527254,1770595,688250,2773999,351805,10933,314543,447334
2009,Connecticut,CT,7,Connecticut_2009,CT_2009,3557244,1730585,1826659,819482,534029,1805795,699052,2773205,357051,11094,325001,463211
2010,Connecticut,CT,7,Connecticut_2010,CT_2010,3574097,1739614,1834483,817015,540804,1840996,709854,2772410,362296,11256,335459,479087
2011,Connecticut,CT,7,Connecticut_2011,CT_2011,3590951,1748644,1842307,814548,547579,1876197,720656,2771616,367541,11418,345917,494963
2012,Connecticut,CT,7,Connecticut_2012,CT_2012,3607803,1757673,1850130,812080,554354,1911397,731458,2770821,372787,11579,356375,510840
2013,Connecticut,CT,7,Connecticut_2013,CT_2013,3624657,1766703,1857954,809613,561130,1946598,742260,2770027,378032,11741,366833,526716
2014,Connecticut,CT,7,Connecticut_2014,CT_2014,3641510,1775732,1865778,807146,567905,1981798,753062,2769232,383277,11903,377291,542593
2015,Connecticut,CT,7,Connecticut_2015,CT_2015,3658364,1784762,1873602,804679,574680,2016999,763864,2768438,388523,12065,387749,558469
2016,Connecticut,CT,7,Connecticut_2016,CT_2016,3675216,1793791,1881425,802211,581455,2052200,774665,2767643,393768,12226,398206,574345
2017,Connecticut,CT,7,Connecticut_2017,CT_2017,3692070,1802821,1889249,799744,588230,2087400,785467,2766849,399013,12388,408664,590222
2018,Connecticut,CT,7,Connecticut_2018,CT_2018,3708923,1811850,1897073,797277,595006,2122601,796269,2766054,404258,12550,419122,606098
1970,Delaware,DE,8,Delaware_1970,DE_1970,548104,267332,280772,197101,101591,185597,63815,466459,78276,656,2713,8477
1971,Delaware,DE,8,Delaware_1971,DE_1971,552728,269259,283469,194050,104731,187911,66034,468613,80064,730,2904,8595
1972,Delaware,DE,8,Delaware_1972,DE_1972,557350,271185,286165,191000,107872,190225,68254,470768,81852,803,3096,8714
1973,Delaware,DE,8,Delaware_1973,DE_1973,561974,273112,288862,187949,111012,192540,70473,472922,83640,877,3287,8832
